id,title,brands,description,uri,first_image_uri,originalPrice,price,colors,categories
B240013106601,SKB 【0.5mm】原子筆 SB-2000紅,[SKB],,https://online.carrefour.com.tw/affiliate/B240013106601,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/22543954471_49805025774973_1.jpg,8.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B242015675901M,矽膠貓掌筆蓋【多色可選】筆套 筆蓋 8mm-10mm筆桿可用 鉛筆蓋 矽膠筆蓋 鉛筆延長器 三角筆桿 筆芯保護 鉛筆防摔,[],,https://online.carrefour.com.tw/affiliate/B242015675901M,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/50980296/矽膠鉛筆套_三花.png,9.0,4.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B167006735201,金德恩 GS MALL 台灣製造 衣架防皺條 防護軟墊 保護套管 桌邊條 保護條 褲子防皺條 防撞條 可裁防皺條 防皺條,[GS MALL],,https://online.carrefour.com.tw/affiliate/B167006735201,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/80019797/19388373518_37077946057504_1.jpg,9.0,5.0,[],[傢俱寢飾 > 收納整理 > 小型收納箱]
B048010180101,WIN五金 3-10mm 強力磁鐵 磁鐵 圓形磁鐵 強磁鐵 強磁磁鐵 超強磁鐵工業用磁鐵 迷你磁鐵 磁鐵圓片 釹鐵硼磁鐵,[WIN五金],,https://online.carrefour.com.tw/affiliate/B048010180101,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/54186073/24161714289_45918640949991_1.jpg,9.0,9.0,[],[日用生活 > 居家修繕 > 五金材料 > 接著劑．快乾膠．熱熔膠]
3242000600101,東文自動鎖定美工刀單支~顏色隨機出貨,[東文],辦公事務專用塑膠外殼設計，鋼材刀片，請小心使用切割紙張，切開外箱的膠帶及棉線皆可適用請勿使用在木頭或硬度較高的材質，以保持刀片的利刃度．,https://online.carrefour.com.tw/affiliate/3242000600101,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/large/0055595.jpeg,9.0,9.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
3241205600101,20公分直尺,[全勝],,https://online.carrefour.com.tw/affiliate/3241205600101,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/large/3241205600101_NR_00.jpg,9.0,9.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
3245013200201,100K定頁筆記本-空白(款式隨機出貨),[],隨機出貨不挑款100K大小，攜帶更方便空白內頁格式、無印刷內頁共30張材質：紙.棉,https://online.carrefour.com.tw/affiliate/3245013200201,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/large/3245013200201_NR_00.jpg,9.0,9.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 事務用紙 > 筆記本。計劃冊]
B048010180601,WIN五金 3-10mm 強力磁鐵 磁鐵 圓形磁鐵 強磁鐵 強磁磁鐵 超強磁鐵工業用磁鐵 迷你磁鐵 磁鐵圓片 釹鐵硼磁鐵,[WIN五金],,https://online.carrefour.com.tw/affiliate/B048010180601,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/54186073/24161714289_45918640949991_1.jpg,9.0,9.0,[],[日用生活 > 居家修繕 > 五金材料 > 接著劑．快乾膠．熱熔膠]
3244202000101,美術調色迷你梅花盤,[中華筆莊],,https://online.carrefour.com.tw/affiliate/3244202000101,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/large/3244202000101_NR_00.jpg,9.0,9.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B510000988301,汽車出風口潔塵刷/細節刷 細節刷 刷子 海綿刷 海綿,[],,https://online.carrefour.com.tw/affiliate/B510000988301,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/28328744/21089299200-1.jpg,9.0,9.0,[],[休閒娛樂 > 車用百貨 > 車用清潔保養]
3245013200101,100K定頁筆記本-橫線(款式隨機出貨),[],隨機出貨不挑款100K大小，攜帶更方便橫線內頁共30張，可書面書寫60頁橫線行數共12行，行距7.5mm內頁可攤平設計，書寫更容易內頁採無毒大豆油墨印刷，環保無污染材質：紙.棉,https://online.carrefour.com.tw/affiliate/3245013200101,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/large/3245013200101_NR_00.jpg,9.0,9.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 事務用紙 > 筆記本。計劃冊]
B191009094301,(老食說)雙色金蔥龍柱(1尺),[],,https://online.carrefour.com.tw/affiliate/B191009094301,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/59292221/105996/S__8634551_0.png,10.0,3.0,[],[休閒娛樂 > 節慶．祭祀]
B161014440401M,貓掌曬衣夾 【粉貓掌/灰貓掌】曬衣夾 晾衣夾 貓爪曬衣夾 夾子 食品密封夾 固定夾 夾襪子 夾照片 曬衣 晾曬夾,[],,https://online.carrefour.com.tw/affiliate/B161014440401M,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/50980296/171870/pink1.png,10.0,4.0,[],[日用生活 > 家庭清潔 殺蟲 > 衣物洗晾收納 > 洗衣．晾衣用具]
B240012667001,東文 OP-100 天生贏家中油筆*黑,[東文],,https://online.carrefour.com.tw/affiliate/B240012667001,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1086935694_49806101238358_1.jpg,10.0,7.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012666901,東文 OP-100 天生贏家中油筆*藍,[東文],,https://online.carrefour.com.tw/affiliate/B240012666901,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1086935694_49806101238358_1.jpg,10.0,7.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B243015867901,LIBERTY 利百代 事務用 斜角 膠頭 膠水 50ml /個 LG-605,[LIBERTY 利百代 ],,https://online.carrefour.com.tw/affiliate/B243015867901,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70473585/188034/LG-605-05.png,10.0,7.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 膠帶]
B240012667201,東文 BP-1 黑珍珠中油筆*藍,[東文],,https://online.carrefour.com.tw/affiliate/B240012667201,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1086951760_49806101238127_1.jpg,10.0,7.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012667301,東文 BP-1 黑珍珠中油筆*紅,[東文],,https://online.carrefour.com.tw/affiliate/B240012667301,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1086951760_49806101238127_1.jpg,10.0,7.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012667101,東文 BP-1 黑珍珠中油筆*黑,[東文],,https://online.carrefour.com.tw/affiliate/B240012667101,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1086951760_49806101238127_1.jpg,10.0,7.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012739401,飛龍Pentel 標準型橡皮擦 -小(ZEH-05),[Pentel],,https://online.carrefour.com.tw/affiliate/B240012739401,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1136498772_49806101238290_1.jpg,10.0,7.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012666801,東文 OP-100 天生贏家中油筆*紅,[東文],,https://online.carrefour.com.tw/affiliate/B240012666801,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1086935694_49806101238358_1.jpg,10.0,7.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240014421001,雄獅簽字筆  NO.88(多色)藍,[雄獅],,https://online.carrefour.com.tw/affiliate/B240014421001,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/628922425_49806461880849_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240013593001,【Pentel 飛龍】波醬卡通塑膠擦 小 43x17.5x11.5mm /個 ZEH-05PTP - 款式隨機,[Pentel 飛龍],,https://online.carrefour.com.tw/affiliate/B240013593001,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70473585/256-11554743.png,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012797401,O.B. #1006自動原子筆-單支*藍,[O.B.],,https://online.carrefour.com.tw/affiliate/B240012797401,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1682698850_49805921335380_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240013593301,【Pentel 飛龍】彩色標準型塑膠擦 小 43x17.5x11.5mm /個 ZEH-05 - 綠色,[Pentel 飛龍],,https://online.carrefour.com.tw/affiliate/B240013593301,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70473585/257-260-11554742.png,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012798501,O.B. #1010自動原子筆-單支*黑,[O.B.],,https://online.carrefour.com.tw/affiliate/B240012798501,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1682717720_49805921335951_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240014421101,雄獅簽字筆  NO.88(多色)黑,[雄獅],,https://online.carrefour.com.tw/affiliate/B240014421101,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/628922425_49806461880849_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012797701,O.B. #1007自動原子筆-單支*藍,[O.B.],,https://online.carrefour.com.tw/affiliate/B240012797701,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1682702694_49805921335654_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012796601,O.B. #1012自動原子筆-單支*藍,[O.B.],,https://online.carrefour.com.tw/affiliate/B240012796601,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1682644513_49805921335544_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012798001,O.B. #300三角桿自動原子筆-單支*藍,[O.B.],,https://online.carrefour.com.tw/affiliate/B240012798001,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1682708126_49805921335440_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012794401,O.B. #100原子筆-單支*黑,[O.B.],,https://online.carrefour.com.tw/affiliate/B240012794401,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1682229286_49805921335560_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240013011101,O KIN KON 白金剛 OKK-100 原子筆(多色)-單支黑,[O KIN KON],,https://online.carrefour.com.tw/affiliate/B240013011101,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/2295551380_49805921332431_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240013010501,O KIN KON 黑金剛 101原子筆(多色)-單支藍,[O KIN KON],,https://online.carrefour.com.tw/affiliate/B240013010501,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/2295537064_49805921332887_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012901901,雄獅  單頭螢光筆  FM35(多色)*粉紅,[雄獅],,https://online.carrefour.com.tw/affiliate/B240012901901,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/2534970629_49805745959816_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240013011001,O KIN KON 白金剛 OKK-100 原子筆(多色)-單支藍,[O KIN KON],,https://online.carrefour.com.tw/affiliate/B240013011001,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/2295551380_49805921332431_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240013107801,O KIN KON 黑金剛 OKK-666 F1晶鑽活性筆 0.5mm自動原子筆(單支）黑,[O KIN KON],,https://online.carrefour.com.tw/affiliate/B240013107801,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/2295518885_49805921332781_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012894201,雄獅  單頭螢光筆  FM35(多色)*藍,[雄獅],,https://online.carrefour.com.tw/affiliate/B240012894201,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/2534970629_49805745959816_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240013593201,【Pentel 飛龍】彩色標準型塑膠擦 小 43x17.5x11.5mm /個 ZEH-05 - 黃色,[Pentel 飛龍],,https://online.carrefour.com.tw/affiliate/B240013593201,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70473585/257-260-11554742.png,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240014421701,ACE英士 優點721S 螢光筆*藍,[ACE英士],,https://online.carrefour.com.tw/affiliate/B240014421701,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/6528973254_49805561311853_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B244002534101,【龍品文創】PLUS 台灣普樂士 好好擦黑色橡擦 36-470-1,[PLUS 台灣普樂士],,https://online.carrefour.com.tw/affiliate/B244002534101,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/54100174/30943/2223708.png,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012797601,O.B. #1006自動原子筆-單支*黑,[O.B.],,https://online.carrefour.com.tw/affiliate/B240012797601,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1682698850_49805921335380_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012797801,O.B. #1007自動原子筆-單支*紅,[O.B.],,https://online.carrefour.com.tw/affiliate/B240012797801,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1682702694_49805921335654_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012794501,O.B. #100原子筆-單支*藍,[O.B.],,https://online.carrefour.com.tw/affiliate/B240012794501,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1682229286_49805921335560_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012798401,O.B. #1010自動原子筆-單支*藍,[O.B.],,https://online.carrefour.com.tw/affiliate/B240012798401,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1682717720_49805921335951_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B252004795701,【SDI 手牌】精美型 手動鎖定 小 美工刀 顏色隨機 /支 0411D,[手牌],,https://online.carrefour.com.tw/affiliate/B252004795701,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70473585/59267/0411D-06.png,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
B240012797501,O.B. #1006自動原子筆-單支*紅,[O.B.],,https://online.carrefour.com.tw/affiliate/B240012797501,https://online.carrefour.com.tw/on/demandware.static/-/Sites-carrefour-tw-m-inner/default/images/scm/large/70443921/1682698850_49805921335380_1.jpg,10.0,8.0,[],[休閒娛樂 > 辦公用品．文具．節慶飾品 > 文具用品]
